No,Username,Category,Is_Suspicious,Profile_URL
117,u_naaa87,개인/일반,N,https://www.instagram.com/u_naaa87/
118,uni_solangia,개인/일반,N,https://www.instagram.com/uni_solangia/
119,valueable37,개인/일반,N,https://www.instagram.com/valueable37/
120,wp2456,개인/일반,Y,https://www.instagram.com/wp2456/
121,yangyj1,개인/일반,N,https://www.instagram.com/yangyj1/
122,yeongwunam,개인/일반,N,https://www.instagram.com/yeongwunam/
123,yj_moon7710,개인/일반,N,https://www.instagram.com/yj_moon7710/
124,young3529,개인/일반,Y,https://www.instagram.com/young3529/
125,younnnnn_,개인/일반,N,https://www.instagram.com/younnnnn_/
126,zp0070,개인/일반,Y,https://www.instagram.com/zp0070/
